#{"t_start": 1711463502.5348823, "env_id": "None"}
r,l,t
240.0,913,1165.975385
420.0,1217,1169.098159
380.0,1141,1172.369172
360.0,1084,1175.468289
320.0,1094,1178.303422
220.0,759,1180.212665
300.0,915,1182.505601
220.0,729,1184.402442
400.0,1278,1188.042352
240.0,847,1190.181274
200.0,640,1191.788615
220.0,769,1194.056292
380.0,1188,1197.085906
320.0,1016,1199.648044
360.0,1026,1202.451334
400.0,1158,1205.841413
160.0,615,1207.449148
400.0,1055,1210.184553
340.0,1031,1212.78418
360.0,1014,1215.718597
300.0,928,1218.115339
260.0,957,1220.943068
280.0,1039,1223.55464
400.0,1231,1226.671912
300.0,1113,1229.741216
260.0,848,1232.162056
240.0,784,1234.338171
180.0,680,1236.15595
300.0,984,1238.908232
460.0,1151,1241.894398
380.0,1180,1245.301764
340.0,1010,1247.8856
280.0,867,1250.051554
460.0,1169,1253.03286
280.0,864,1255.283499
280.0,861,1257.83137
220.0,747,1259.698097
300.0,971,1262.140304
380.0,1290,1265.582628
220.0,762,1267.745424
220.0,768,1270.157513
220.0,868,1272.438841
320.0,987,1275.211367
320.0,1032,1277.984895
420.0,1194,1281.018816
260.0,737,1282.871588
300.0,964,1285.308398
220.0,770,1287.611247
240.0,810,1289.699782
240.0,837,1291.836748
160.0,702,1293.664008
300.0,993,1296.469949
240.0,747,1298.422202
280.0,858,1300.906799
420.0,1330,1304.325138
280.0,926,1306.936085
200.0,736,1308.840874
400.0,1163,1312.15643
340.0,1100,1315.005169
320.0,988,1317.777946
240.0,762,1319.703387
320.0,941,1322.079088
220.0,746,1324.0687
300.0,962,1326.505778
360.0,952,1329.258614
360.0,1035,1332.263989
200.0,686,1334.002997
280.0,826,1336.452157
320.0,978,1338.973252
240.0,849,1341.097877
300.0,1053,1343.742994
380.0,1209,1347.004558
300.0,996,1349.743348
220.0,705,1351.54626
260.0,812,1353.634661
340.0,1015,1356.501948
340.0,934,1358.972878
440.0,1192,1362.022165
360.0,1018,1365.123919
220.0,794,1367.121728
260.0,815,1369.247832
280.0,861,1371.639085
300.0,1001,1374.286658
300.0,985,1377.211843
340.0,988,1379.731043
300.0,837,1381.897954
380.0,1049,1384.873214
260.0,825,1386.982374
300.0,876,1389.226839
280.0,888,1391.468988
220.0,698,1393.574241
380.0,1008,1396.10479
440.0,1233,1399.620399
420.0,1079,1402.374996
360.0,955,1404.978057
420.0,1204,1408.417244
340.0,981,1410.929972
440.0,1173,1414.29441
400.0,1048,1417.281108
260.0,730,1419.200357
360.0,1084,1421.976282
380.0,1086,1424.733997
360.0,1106,1428.007066
300.0,875,1430.274268
160.0,668,1431.964415
380.0,1041,1434.912911
380.0,1182,1437.984699
380.0,1035,1440.928288
280.0,941,1443.325733
360.0,1044,1445.984121
240.0,798,1448.383888
380.0,1082,1451.618199
280.0,801,1453.667081
340.0,952,1456.165498
340.0,1059,1459.087913
340.0,932,1461.640445
220.0,706,1463.4404
180.0,682,1465.146691
180.0,557,1466.55325
220.0,714,1468.387098
220.0,721,1470.586248
380.0,1050,1473.291103
280.0,973,1475.946352
260.0,802,1478.139418
280.0,870,1480.32266
340.0,953,1483.156255
400.0,1366,1486.605109
380.0,1071,1489.351556
240.0,770,1491.34025
560.0,1279,1494.968874
340.0,1033,1497.612886
420.0,1113,1500.784663
360.0,1136,1503.947423
320.0,1034,1506.604439
200.0,761,1508.849041
280.0,994,1511.512186
320.0,939,1514.156572
380.0,1053,1516.827148
260.0,848,1519.419252
280.0,903,1522.197285
260.0,861,1524.699765
380.0,1036,1527.369745
280.0,862,1529.700947
300.0,930,1532.301131
320.0,929,1534.659782
420.0,1107,1537.481066
200.0,765,1539.423749
400.0,1148,1542.751296
240.0,787,1544.738123
300.0,1094,1547.569526
260.0,857,1550.077319
400.0,1109,1552.938055
380.0,1075,1556.008077
400.0,1257,1559.497531
260.0,894,1561.785491
480.0,1144,1564.682669
340.0,1045,1567.353455
280.0,1037,1570.486822
340.0,1018,1573.059275
360.0,1042,1576.048804
120.0,554,1577.481205
320.0,990,1580.413875
460.0,1215,1583.857805
420.0,1175,1586.844454
260.0,868,1589.033945
320.0,974,1591.898228
340.0,992,1594.393185
560.0,1426,1598.244771
240.0,858,1600.520426
280.0,861,1602.754217
340.0,1188,1606.128682
280.0,905,1608.4357
340.0,1004,1610.966952
460.0,1223,1614.091558
260.0,873,1616.707899
260.0,839,1619.167454
360.0,1070,1621.881417
320.0,1059,1624.568425
380.0,1138,1627.789164
380.0,1120,1630.673638
480.0,1161,1633.954714
280.0,926,1636.566015
340.0,1006,1639.187958
300.0,986,1641.733865
360.0,1111,1644.900442
380.0,1024,1647.472687
440.0,1199,1650.624422
400.0,1173,1654.067979
420.0,1167,1657.167814
380.0,1024,1659.855719
420.0,1293,1663.38249
300.0,973,1665.902658
360.0,956,1668.3821
320.0,961,1671.044267
420.0,1151,1674.063011
320.0,1011,1677.001118
200.0,737,1678.888604
240.0,833,1681.020066
320.0,929,1683.770855
380.0,1019,1686.359047
280.0,1027,1689.343033
260.0,820,1691.399438
240.0,819,1693.503343
440.0,1154,1696.681617
240.0,814,1699.011174
240.0,853,1701.44557
380.0,1008,1704.023316
420.0,1140,1706.881321
320.0,938,1709.27364
360.0,1036,1711.935112
420.0,1142,1715.142565
300.0,995,1717.919317
360.0,1091,1720.835955
280.0,896,1723.187429
380.0,1083,1726.268682
380.0,1122,1729.096618
320.0,1004,1731.620263
500.0,1415,1735.598348
400.0,1139,1738.831588
320.0,1025,1741.539442
500.0,1521,1745.616182
360.0,984,1748.108046
340.0,1000,1750.922902
360.0,1011,1753.633735
500.0,1195,1756.73572
440.0,1167,1759.950984
280.0,859,1762.275091
240.0,794,1764.322302
400.0,1120,1767.19023
340.0,1012,1770.741906
300.0,919,1773.311802
