#{"t_start": 1711578780.53631, "env_id": "None"}
r,l,t
460.0,1190,1740.322919
400.0,1153,1743.569566
320.0,926,1746.24771
320.0,921,1748.708786
260.0,843,1751.050306
380.0,995,1753.913026
300.0,862,1756.429636
460.0,1129,1760.985012
460.0,1193,1765.855701
500.0,1294,1769.835721
300.0,905,1772.420345
340.0,923,1775.04875
260.0,857,1777.53091
400.0,1103,1780.712889
260.0,798,1782.715067
320.0,858,1785.296815
440.0,1204,1788.707708
380.0,983,1791.544748
300.0,867,1794.211761
360.0,1054,1797.042493
300.0,903,1799.549277
440.0,1151,1802.781282
280.0,883,1805.249738
340.0,954,1808.039505
400.0,1156,1811.445594
420.0,1159,1814.798939
360.0,964,1817.713376
400.0,993,1821.886882
140.0,583,1824.248842
440.0,1072,1828.290272
280.0,812,1830.526959
400.0,1066,1833.657807
300.0,938,1836.245253
420.0,1034,1839.230999
400.0,1003,1842.233686
500.0,1289,1846.056249
220.0,690,1847.960727
400.0,1004,1850.836977
240.0,855,1853.40357
280.0,795,1855.753911
320.0,989,1858.562661
320.0,765,1860.615786
380.0,1042,1863.666567
340.0,867,1866.064645
280.0,822,1868.486162
620.0,1441,1872.454317
260.0,767,1874.565712
280.0,815,1877.213568
160.0,594,1879.740408
340.0,970,1883.863486
300.0,970,1887.603466
440.0,1110,1890.425012
460.0,1171,1893.835811
340.0,1035,1896.733623
400.0,957,1899.518937
300.0,915,1902.135967
440.0,1077,1905.082906
380.0,1004,1907.987338
320.0,968,1910.773145
300.0,879,1913.166261
440.0,990,1915.938248
200.0,733,1918.132146
480.0,1163,1921.794013
320.0,927,1924.387927
380.0,1038,1927.203751
460.0,1153,1930.436451
380.0,1041,1933.409408
440.0,1079,1936.597843
320.0,956,1940.525725
400.0,961,1944.456631
500.0,1169,1948.587164
520.0,1168,1951.880823
420.0,1052,1954.884912
340.0,898,1957.390479
340.0,921,1959.937052
400.0,1110,1963.054787
380.0,973,1965.807528
400.0,1065,1969.011642
300.0,893,1971.322804
240.0,766,1973.579335
400.0,1042,1976.528834
420.0,1064,1979.627604
420.0,1101,1982.71028
300.0,860,1985.033553
500.0,1184,1988.450468
360.0,967,1991.244031
420.0,1100,1994.307869
440.0,1106,1997.964772
420.0,1041,2002.345941
260.0,777,2005.581413
520.0,1239,2009.125582
360.0,982,2011.915869
560.0,1439,2015.91715
360.0,963,2018.605175
320.0,908,2021.024986
320.0,961,2023.787612
360.0,960,2026.533485
340.0,997,2029.451998
360.0,1005,2032.261215
440.0,1144,2035.559607
240.0,837,2037.917505
360.0,963,2040.673485
500.0,1163,2043.989053
480.0,1101,2047.078349
320.0,922,2049.877544
400.0,1156,2053.016297
480.0,1160,2056.298894
460.0,1048,2060.677189
280.0,807,2064.028207
360.0,937,2067.541156
440.0,1210,2071.220323
480.0,1110,2074.438694
400.0,1070,2077.451198
220.0,747,2079.688043
300.0,899,2082.196504
420.0,1146,2085.647525
480.0,1158,2089.077029
320.0,929,2091.938582
340.0,977,2094.714103
400.0,1204,2098.166915
340.0,1004,2101.024279
220.0,747,2103.086301
480.0,1147,2106.368743
260.0,814,2108.572868
360.0,1050,2111.633526
440.0,1032,2114.574234
380.0,1007,2117.505171
300.0,967,2120.266168
340.0,943,2122.90724
480.0,1151,2126.135039
320.0,918,2128.678635
440.0,956,2131.323447
320.0,884,2133.887324
280.0,928,2136.535373
440.0,1115,2139.681084
260.0,877,2142.182343
500.0,1180,2145.559766
340.0,954,2148.327967
320.0,929,2151.075361
420.0,1097,2154.266529
380.0,1105,2157.480959
480.0,1112,2160.623516
400.0,1075,2163.663531
400.0,1032,2166.595421
380.0,1037,2169.554807
320.0,896,2171.814804
460.0,1305,2175.4555
520.0,1182,2178.890155
320.0,843,2181.416605
360.0,933,2184.352994
440.0,1036,2187.28266
200.0,689,2189.281143
420.0,1137,2192.552954
300.0,826,2194.997726
300.0,816,2197.265393
380.0,1020,2200.151914
260.0,799,2202.352123
260.0,779,2204.64627
340.0,935,2207.112976
360.0,966,2209.781776
320.0,951,2212.412321
400.0,965,2214.981867
240.0,810,2217.317912
420.0,951,2220.068266
440.0,986,2222.751705
440.0,1085,2225.958366
300.0,876,2228.402143
380.0,1025,2231.172137
400.0,1142,2234.36486
460.0,1142,2237.524422
440.0,1112,2240.636214
500.0,1194,2244.062568
420.0,1071,2247.096627
480.0,1199,2250.608613
380.0,971,2253.374177
380.0,980,2256.164915
300.0,884,2258.658314
460.0,1159,2261.928263
400.0,1035,2264.88173
480.0,1227,2268.374182
440.0,1122,2271.626793
220.0,809,2273.855788
340.0,965,2276.544941
400.0,954,2279.244538
400.0,1053,2282.273753
400.0,1006,2285.0509
380.0,965,2287.598495
480.0,1116,2290.773413
380.0,945,2293.20986
300.0,970,2295.948914
460.0,1203,2299.50838
300.0,951,2302.077457
460.0,1105,2305.312952
520.0,1211,2308.822235
400.0,1124,2311.895406
260.0,772,2314.155401
320.0,825,2316.410933
440.0,1049,2319.337899
400.0,1084,2322.495963
280.0,906,2325.060719
460.0,1129,2328.235978
320.0,891,2330.722247
520.0,1160,2334.084765
420.0,1030,2336.979868
500.0,1221,2340.454708
260.0,891,2343.017202
400.0,1074,2346.111313
440.0,1042,2349.09216
420.0,1051,2352.140406
340.0,1007,2354.99825
320.0,848,2357.418049
400.0,1084,2360.580332
320.0,1060,2363.621206
320.0,932,2366.063697
540.0,1205,2369.493076
420.0,1041,2372.435331
360.0,1037,2375.397282
400.0,1104,2378.494206
280.0,918,2381.175278
500.0,1086,2384.238368
380.0,1039,2387.212732
340.0,904,2389.778959
