#{"t_start": 1711491962.7231817, "env_id": "None"}
r,l,t
540.0,1289,1598.954782
360.0,992,1601.674006
260.0,746,1603.517064
260.0,809,1605.776664
200.0,694,1607.527546
320.0,931,1610.244047
280.0,918,1612.47225
180.0,635,1614.019452
400.0,1285,1617.512375
380.0,1106,1620.592345
300.0,1009,1623.041526
280.0,815,1625.309712
260.0,757,1627.367498
280.0,802,1629.473542
480.0,1392,1633.224333
620.0,1696,1637.606431
420.0,1251,1640.859747
60.0,373,1641.92287
400.0,1182,1644.836729
340.0,961,1647.428436
300.0,975,1649.822603
200.0,657,1651.676665
200.0,601,1653.281007
200.0,735,1655.041444
380.0,1172,1658.234537
320.0,958,1660.843315
280.0,910,1663.208185
320.0,933,1665.476602
160.0,675,1667.415107
200.0,870,1669.520191
460.0,1192,1672.70997
380.0,1141,1675.542839
180.0,512,1676.885871
380.0,1171,1680.022056
200.0,651,1681.800454
220.0,774,1683.756172
360.0,1015,1686.467986
260.0,970,1688.91676
280.0,994,1691.629797
280.0,1032,1694.13384
220.0,902,1696.423037
180.0,873,1698.784393
120.0,746,1700.608252
160.0,529,1702.198782
200.0,753,1704.008745
180.0,658,1705.607042
260.0,904,1707.821085
360.0,1007,1710.589066
240.0,892,1713.09377
240.0,889,1715.24921
280.0,996,1717.830488
480.0,1415,1721.482334
380.0,1045,1724.33401
200.0,613,1725.816488
460.0,1407,1729.574497
380.0,1095,1732.598666
480.0,1319,1735.917663
260.0,828,1738.158772
260.0,891,1740.323616
280.0,970,1743.020103
540.0,1556,1747.019506
440.0,1245,1750.238166
340.0,1054,1752.761505
300.0,974,1755.497947
240.0,710,1757.208223
160.0,735,1759.20151
260.0,921,1761.498419
480.0,1263,1764.651051
380.0,1173,1767.84151
240.0,795,1770.121139
360.0,1148,1773.235519
500.0,1288,1776.411091
660.0,2005,1781.620912
200.0,780,1783.874114
340.0,1157,1786.733515
300.0,831,1789.105942
420.0,1185,1792.03422
320.0,1056,1794.944597
460.0,1374,1798.611724
200.0,816,1800.675103
360.0,1073,1803.586786
280.0,907,1805.777101
360.0,1039,1808.300122
440.0,1247,1811.721442
480.0,1359,1815.043103
220.0,738,1817.254662
300.0,897,1819.614369
180.0,684,1821.440535
200.0,663,1823.035935
220.0,823,1825.137006
340.0,1098,1828.009164
220.0,683,1829.744566
220.0,690,1831.660799
220.0,727,1833.415747
200.0,712,1835.487134
140.0,587,1836.89683
340.0,1021,1839.706724
180.0,598,1841.243161
260.0,796,1843.512975
120.0,496,1844.924609
140.0,531,1846.224253
320.0,925,1848.572668
440.0,1292,1852.085142
400.0,1168,1855.202675
500.0,1317,1858.403055
420.0,1293,1861.840338
200.0,683,1863.566965
220.0,719,1865.627989
200.0,696,1867.477391
120.0,531,1868.980881
260.0,732,1870.915802
260.0,794,1872.987894
200.0,682,1874.693125
100.0,405,1875.91266
320.0,926,1878.193292
260.0,784,1880.468598
260.0,876,1882.754652
220.0,740,1884.721378
180.0,632,1886.281314
220.0,746,1888.423398
280.0,839,1890.428681
280.0,939,1893.032685
340.0,945,1895.569287
620.0,1701,1899.850314
340.0,1052,1902.775037
200.0,635,1904.31548
400.0,1208,1907.561204
200.0,663,1909.285436
340.0,1034,1912.422101
160.0,648,1913.985583
420.0,1264,1917.386282
220.0,786,1919.36563
240.0,856,1921.433908
160.0,600,1922.898545
280.0,939,1925.141385
540.0,1506,1929.124499
440.0,1295,1932.631481
240.0,857,1934.689018
420.0,1247,1938.007088
500.0,1305,1941.589589
240.0,625,1943.260116
280.0,1021,1945.969405
440.0,1263,1949.31458
500.0,1313,1952.529181
380.0,1128,1955.540394
400.0,1158,1958.660832
400.0,1172,1961.745905
300.0,988,1964.364705
520.0,1383,1968.199017
520.0,1502,1971.900628
400.0,1121,1975.090407
340.0,1059,1977.607617
280.0,889,1979.784494
420.0,1201,1982.866996
520.0,1454,1986.907102
