#{"t_start": 1711632374.8105834, "env_id": "None"}
r,l,t
160.0,583,2553.934977
460.0,1258,2556.924341
340.0,994,2559.336918
260.0,914,2561.946254
220.0,836,2563.930883
160.0,584,2565.353209
220.0,619,2566.768332
420.0,1222,2569.820422
220.0,730,2571.692092
320.0,1010,2574.232015
400.0,1045,2576.727947
220.0,797,2578.615968
280.0,859,2580.649544
300.0,1015,2583.086033
660.0,1671,2587.369198
280.0,960,2589.626039
340.0,1067,2592.156952
220.0,793,2594.070086
380.0,972,2596.619873
260.0,887,2598.701961
200.0,600,2600.107533
360.0,1113,2602.714707
240.0,690,2604.399914
240.0,775,2606.419963
300.0,955,2608.746065
380.0,1106,2611.305961
420.0,1146,2613.995897
180.0,725,2616.081367
340.0,1013,2618.462836
260.0,730,2620.442945
140.0,562,2621.782767
620.0,1558,2625.839044
220.0,681,2627.771701
180.0,697,2629.511116
240.0,858,2631.482137
420.0,1199,2634.310175
320.0,964,2636.645879
180.0,677,2638.596088
